Additional Discount Percentage,额外的折扣比例,
Additional Discount Amount,额外的折扣金额,
Tracking,跟踪,
Group by Purchase Order,按采购订单分组,
Qty to Bill,待开票数量,
Total(Amt),总计(金额),
Purchase Value,采购值,
Requested Items to Order and Receive,请求订购和接收的物品,
Group by Material Request,按材料申请分组,
Purchase Order Required for Purchase Invoice & Receipt Creation,采购订单需要创建采购发票和收据,
Purchase Receipt Required for Purchase Invoice Creation,创建采购发票需要采购收据,
Is Billing Contact,是账单联系人,
Total Sales Amount,总销售金额,
Group by Sales Order,按销售订单分组,
Amount Delivered,已交付金额,
Delay (in Days),延迟(天),
Total Received Amount,总收货金额,
Total Delivered Amount,总交付金额,
Allow Material Transfer From Delivery Note and Sales Invoice,允许物料从送货单和销售发票中转,
Allow Material Transfer From Purchase Receipt and Purchase Invoice,允许物料从采购收据和采购发票转移,
Inter Warehouse Transfer Settings,仓间转移设置,
like,类似,
not like,不类似,
in,在,
not in,不在,
is,是,
